Drug,Demand_Forecast,Optimal_Stock_Level,Restocking_Strategy
Insulin,8492,4595,Monthly
Insulin,3814,3995,Monthly
Metformin,6237,10259,Monthly
Insulin,3269,7403,Monthly
Atorvastatin,7227,3564,Monthly
Insulin,7882,6642,Weekly
Atorvastatin,4841,7785,Monthly
Atorvastatin,9321,3436,Monthly
Insulin,3467,4064,Weekly
Metformin,3259,4360,Monthly
Lisinopril,9117,2897,Weekly
Lisinopril,5383,2967,Quarterly
Atorvastatin,9632,4097,Quarterly
Lisinopril,5862,3849,Quarterly
Insulin,9628,9895,Weekly
Lisinopril,7911,10853,Weekly
Lisinopril,6313,6660,Monthly
Atorvastatin,4958,4636,Weekly
Insulin,8731,9979,Monthly
Atorvastatin,6645,7733,Quarterly
Insulin,3234,9871,Monthly
Lisinopril,6486,9036,Weekly
Insulin,2307,10021,Monthly
Lisinopril,3520,4294,Quarterly
Metformin,9435,8051,Monthly
Insulin,7609,4862,Monthly
Lisinopril,1004,5503,Monthly
Atorvastatin,7371,2289,Monthly
Insulin,8278,10451,Weekly
Metformin,8648,4354,Weekly
Metformin,1165,1616,Weekly
Metformin,9464,8271,Weekly
Atorvastatin,6127,1566,Monthly
Insulin,3487,2857,Weekly
Lisinopril,6464,4488,Quarterly
Metformin,3911,9465,Quarterly
Lisinopril,8547,7178,Quarterly
Insulin,8728,2123,Monthly
Metformin,7017,7981,Monthly
Metformin,5818,7321,Monthly
Atorvastatin,8972,9114,Monthly
Atorvastatin,3402,7738,Quarterly
Lisinopril,1943,3313,Weekly
Insulin,8350,2836,Weekly
Lisinopril,9103,4260,Weekly
Lisinopril,7469,10018,Monthly
Atorvastatin,1750,4213,Weekly
Lisinopril,1979,6068,Monthly
Insulin,3746,7171,Quarterly
Lisinopril,2125,6538,Monthly
Atorvastatin,3227,10131,Monthly
Atorvastatin,5637,5852,Quarterly
Metformin,5867,7716,Monthly
Atorvastatin,5680,1835,Weekly
Metformin,8800,7633,Weekly
Metformin,2059,6550,Quarterly
Atorvastatin,5518,5922,Weekly
Insulin,9162,8950,Weekly
Lisinopril,2553,5140,Weekly
Insulin,2774,4652,Monthly
Lisinopril,6092,5375,Quarterly
Lisinopril,7873,9647,Quarterly
Atorvastatin,3761,5789,Weekly
Lisinopril,7859,8748,Monthly
Metformin,7836,6847,Weekly
Lisinopril,8043,5414,Weekly
Lisinopril,8445,9811,Quarterly
Metformin,4431,3496,Weekly
Atorvastatin,9105,3387,Quarterly
Insulin,7429,9790,Monthly
Metformin,5364,3284,Quarterly
Lisinopril,1957,8191,Monthly
Atorvastatin,6997,8064,Quarterly
Lisinopril,1434,10507,Weekly
Insulin,4510,9407,Quarterly
Metformin,4018,2023,Monthly
Atorvastatin,1502,4601,Quarterly
Lisinopril,3285,7724,Weekly
Insulin,8198,10980,Quarterly
Lisinopril,1672,4516,Weekly
Insulin,1590,5687,Quarterly
Metformin,7598,3655,Quarterly
Atorvastatin,6072,3001,Monthly
Insulin,2912,8772,Quarterly
Insulin,4866,6182,Quarterly
Atorvastatin,2064,6766,Quarterly
Metformin,2794,1506,Monthly
Insulin,4164,7634,Weekly
Lisinopril,9798,7022,Weekly
Insulin,9001,7172,Weekly
Atorvastatin,1643,5544,Weekly
Lisinopril,1132,10970,Weekly
Lisinopril,7352,10041,Quarterly
Metformin,3822,8662,Quarterly
Metformin,8144,1970,Weekly
Lisinopril,4677,3683,Weekly
Insulin,8874,9846,Weekly
Insulin,5766,9676,Weekly
Metformin,9805,7696,Weekly
Insulin,1126,4498,Monthly
Lisinopril,2209,7009,Weekly
Metformin,3548,3531,Quarterly
Atorvastatin,5444,9958,Monthly
Atorvastatin,7616,5111,Quarterly
Insulin,4326,9921,Weekly
Lisinopril,9943,5352,Monthly
Atorvastatin,1074,7137,Weekly
Metformin,2834,5427,Quarterly
Atorvastatin,1458,4799,Weekly
Metformin,5490,4331,Weekly
Lisinopril,6831,3174,Monthly
Atorvastatin,2230,4286,Monthly
Lisinopril,8892,3554,Monthly
Lisinopril,5526,3752,Weekly
Lisinopril,1009,3306,Monthly
Metformin,3306,6690,Monthly
Metformin,5199,8523,Quarterly
Atorvastatin,6572,10278,Monthly
Metformin,7015,3744,Weekly
Metformin,9416,7200,Weekly
Lisinopril,3367,1721,Quarterly
Lisinopril,2633,3858,Monthly
Atorvastatin,8255,6008,Monthly
Insulin,9288,3591,Weekly
Lisinopril,5160,6526,Quarterly
Metformin,8392,8793,Weekly
Insulin,6621,3504,Weekly
Lisinopril,3339,2912,Weekly
Atorvastatin,4345,8812,Monthly
Insulin,4671,5455,Weekly
Metformin,6096,5865,Weekly
Atorvastatin,5422,10102,Monthly
Lisinopril,3255,3496,Monthly
Lisinopril,4366,4355,Monthly
Metformin,2085,6841,Quarterly
Metformin,6320,6195,Quarterly
Insulin,3867,8858,Quarterly
Metformin,6543,10862,Monthly
Atorvastatin,6917,2261,Weekly
Atorvastatin,7823,5188,Quarterly
Lisinopril,7032,10174,Monthly
Atorvastatin,8156,9163,Quarterly
Lisinopril,3345,5207,Quarterly
Atorvastatin,1438,4736,Monthly
Insulin,3688,4006,Quarterly
Insulin,3348,7802,Weekly
Atorvastatin,7111,6027,Monthly
Lisinopril,4223,1798,Quarterly
Atorvastatin,4337,4582,Weekly
Metformin,8846,6014,Monthly
Insulin,3762,6855,Monthly
Insulin,8715,6286,Quarterly
Atorvastatin,5717,5558,Quarterly
Insulin,2733,7064,Monthly
Metformin,3613,1885,Quarterly
Lisinopril,5403,4969,Monthly
Lisinopril,5670,3087,Monthly
Lisinopril,2211,2446,Weekly
Metformin,4569,4980,Weekly
Insulin,4407,5085,Weekly
Metformin,3550,7792,Weekly
Metformin,1016,9538,Monthly
Lisinopril,9159,7883,Monthly
Insulin,2049,3865,Weekly
Insulin,1653,2140,Monthly
Lisinopril,3797,9144,Monthly
Insulin,2105,7156,Weekly
Atorvastatin,5589,7929,Quarterly
Metformin,5954,6270,Quarterly
Atorvastatin,8571,4280,Quarterly
Insulin,8801,3967,Monthly
Insulin,1098,8411,Quarterly
Lisinopril,6170,9097,Quarterly
Lisinopril,2636,9436,Monthly
Metformin,7586,5133,Weekly
Lisinopril,3857,10187,Quarterly
Metformin,1378,6925,Monthly
Insulin,6245,9022,Quarterly
Atorvastatin,3621,3941,Weekly
Insulin,2489,4346,Weekly
Atorvastatin,7164,2888,Monthly
Insulin,3060,4507,Monthly
Lisinopril,4244,2223,Weekly
Insulin,6532,8251,Weekly
Insulin,4192,7425,Quarterly
Lisinopril,4012,1960,Weekly
Insulin,5350,3447,Quarterly
Metformin,8798,3982,Monthly
Insulin,2651,9354,Monthly
Metformin,8574,8812,Weekly
Metformin,6508,4593,Quarterly
Insulin,8895,5605,Quarterly
Atorvastatin,2809,2556,Monthly
Metformin,8949,8907,Monthly
Lisinopril,2437,8244,Weekly
Lisinopril,9666,10727,Weekly
Lisinopril,1996,1753,Quarterly
Insulin,2998,8264,Quarterly
Atorvastatin,3273,10025,Monthly
Atorvastatin,1167,6074,Quarterly
Insulin,3914,7410,Weekly
Insulin,3362,1549,Monthly
Lisinopril,1397,4078,Quarterly
Metformin,2974,9088,Monthly
Insulin,1400,4121,Quarterly
Atorvastatin,5712,9183,Weekly
Metformin,6110,7064,Quarterly
Metformin,7816,7658,Quarterly
Lisinopril,7437,8412,Monthly
Atorvastatin,9175,4603,Monthly
Insulin,7285,5696,Monthly
Atorvastatin,9373,4981,Monthly
Metformin,9232,1990,Weekly
Lisinopril,9333,10600,Monthly
Metformin,7447,7684,Monthly
Lisinopril,3378,3030,Quarterly
Atorvastatin,8182,1510,Weekly
Atorvastatin,9521,9895,Weekly
Lisinopril,3744,3888,Quarterly
Insulin,1606,7456,Quarterly
Atorvastatin,5792,10342,Weekly
Lisinopril,4873,9105,Quarterly
Insulin,1531,3313,Quarterly
Atorvastatin,8970,2337,Monthly
Lisinopril,9235,3868,Quarterly
Insulin,9038,9114,Quarterly
Lisinopril,2916,9747,Quarterly
Atorvastatin,5138,9645,Monthly
Lisinopril,9335,6395,Weekly
Atorvastatin,1620,9655,Weekly
Metformin,3500,9266,Weekly
Insulin,6793,8298,Monthly
Insulin,1151,1602,Monthly
Insulin,3956,7587,Quarterly
Atorvastatin,7333,10572,Monthly
Lisinopril,3046,3090,Quarterly
Metformin,4074,3517,Quarterly
Insulin,8006,7577,Weekly
Insulin,6963,5103,Monthly
Insulin,2337,7500,Monthly
Atorvastatin,4266,9329,Monthly
Metformin,7779,10573,Weekly
Insulin,5452,9504,Monthly
Atorvastatin,8014,9535,Weekly
Insulin,9960,4115,Weekly
Insulin,4679,2542,Quarterly
Atorvastatin,3045,7833,Monthly
Insulin,9125,2542,Quarterly
Metformin,1080,10832,Quarterly
Atorvastatin,4171,4224,Monthly
Insulin,3412,4064,Monthly
Atorvastatin,1266,5723,Monthly
Atorvastatin,3917,7556,Monthly
Insulin,3984,5359,Quarterly
Metformin,3122,3509,Monthly
Lisinopril,9742,5704,Weekly
Insulin,6888,8059,Quarterly
Insulin,3554,1616,Monthly
Atorvastatin,8767,4853,Monthly
Insulin,9818,5755,Weekly
Insulin,3665,8635,Monthly
Atorvastatin,2817,5444,Weekly
Atorvastatin,2155,7113,Weekly
Atorvastatin,4394,2818,Quarterly
Atorvastatin,4439,1669,Quarterly
Atorvastatin,6402,9616,Monthly
Metformin,2602,7086,Weekly
Atorvastatin,5676,4575,Quarterly
Insulin,4780,2378,Monthly
Metformin,8134,4771,Monthly
Metformin,8094,3305,Weekly
Metformin,3946,8206,Weekly
Insulin,7839,3590,Weekly
Atorvastatin,1641,9224,Weekly
Atorvastatin,4171,2003,Quarterly
Lisinopril,1081,2773,Monthly
Metformin,4127,5213,Weekly
Atorvastatin,6419,7058,Weekly
Insulin,4551,7638,Quarterly
Atorvastatin,5172,4390,Quarterly
Lisinopril,2427,10319,Quarterly
Insulin,4712,9676,Quarterly
Atorvastatin,8846,4537,Monthly
Insulin,3551,5987,Monthly
Lisinopril,6042,5871,Weekly
Metformin,3509,5488,Weekly
Lisinopril,1609,1536,Monthly
Lisinopril,7986,7616,Monthly
Metformin,5283,9580,Monthly
Insulin,1470,7817,Quarterly
Lisinopril,7553,8413,Weekly
Metformin,5189,8575,Monthly
Atorvastatin,4198,8742,Monthly
Metformin,7399,9384,Quarterly
Insulin,5463,9159,Monthly
Insulin,3539,3951,Weekly
Atorvastatin,4142,1904,Weekly
Metformin,8347,10736,Weekly
Atorvastatin,9410,8971,Weekly
Metformin,7532,3454,Quarterly
Atorvastatin,9745,5870,Weekly
Metformin,1059,3361,Quarterly
Lisinopril,8247,5697,Quarterly
Atorvastatin,2284,8949,Quarterly
Atorvastatin,1264,10730,Monthly
Insulin,5419,5730,Monthly
Lisinopril,3636,1521,Monthly
Metformin,5667,6819,Quarterly
Lisinopril,6460,5276,Weekly
Atorvastatin,6406,9735,Quarterly
Atorvastatin,9864,6897,Monthly
Lisinopril,4182,6761,Monthly
Atorvastatin,3105,1552,Weekly
Insulin,1976,10362,Weekly
Insulin,7566,1840,Quarterly
Metformin,9538,3011,Quarterly
Lisinopril,3425,3182,Quarterly
Atorvastatin,5391,7868,Monthly
Lisinopril,6413,9674,Quarterly
Lisinopril,7136,4959,Quarterly
Metformin,9760,5699,Monthly
Metformin,4351,7730,Monthly
Lisinopril,4747,5225,Monthly
Metformin,9529,6523,Weekly
Atorvastatin,1217,2913,Weekly
Atorvastatin,7206,1873,Quarterly
Atorvastatin,7905,2231,Weekly
Lisinopril,6056,2353,Monthly
Insulin,1385,2155,Quarterly
Lisinopril,1144,7809,Weekly
Metformin,2105,7096,Weekly
Metformin,4599,9275,Monthly
Insulin,1468,6645,Quarterly
Insulin,6657,5429,Weekly
Metformin,5517,8201,Quarterly
Metformin,3718,2340,Quarterly
Insulin,1927,7123,Monthly
Insulin,2161,5878,Quarterly
Atorvastatin,5566,7432,Weekly
Atorvastatin,1564,9592,Weekly
Metformin,6870,7636,Monthly
Lisinopril,9529,3610,Quarterly
Insulin,1575,2717,Weekly
Lisinopril,6325,9905,Weekly
Insulin,2946,7415,Quarterly
Insulin,7008,1905,Weekly
Atorvastatin,7599,4465,Monthly
Atorvastatin,2080,4353,Weekly
Lisinopril,5750,9908,Monthly
Insulin,2581,4353,Monthly
Atorvastatin,5379,7520,Weekly
Metformin,9776,7951,Quarterly
Insulin,4876,9578,Monthly
Atorvastatin,9441,4921,Monthly
Lisinopril,6195,6126,Weekly
Insulin,1144,10618,Monthly
Lisinopril,6419,10528,Quarterly
Metformin,9723,2403,Weekly
Lisinopril,9377,5270,Monthly
Insulin,6092,4072,Weekly
Insulin,2303,4946,Weekly
Lisinopril,4996,7810,Quarterly
Atorvastatin,8237,2251,Quarterly
Insulin,1286,2391,Monthly
Insulin,8987,6491,Quarterly
Insulin,2408,4747,Quarterly
Insulin,1978,9527,Quarterly
Metformin,8703,2587,Monthly
Lisinopril,1653,8951,Weekly
Lisinopril,6688,6309,Quarterly
Metformin,7856,9855,Monthly
Atorvastatin,8619,5095,Monthly
Lisinopril,6617,1546,Monthly
Atorvastatin,8876,2817,Weekly
Insulin,2213,2679,Quarterly
Atorvastatin,5065,3377,Weekly
Metformin,8450,10860,Monthly
Atorvastatin,1252,10350,Weekly
Metformin,9345,3887,Weekly
Insulin,3481,3727,Monthly
Lisinopril,9835,9793,Weekly
Lisinopril,3468,2223,Quarterly
Metformin,3051,3111,Monthly
Lisinopril,1841,7126,Weekly
Insulin,2942,10658,Monthly
Atorvastatin,2765,3440,Weekly
Lisinopril,3712,2735,Monthly
Insulin,7166,6250,Weekly
Insulin,4220,2378,Monthly
Metformin,1622,8757,Quarterly
Insulin,4008,2233,Weekly
Lisinopril,3549,6462,Monthly
Lisinopril,1326,3090,Weekly
Atorvastatin,8143,8360,Weekly
Lisinopril,6237,5287,Monthly
Atorvastatin,1115,9886,Monthly
Metformin,2464,8426,Weekly
Atorvastatin,2015,3301,Weekly
Metformin,8510,10506,Monthly
Atorvastatin,1103,5107,Monthly
Atorvastatin,8406,1842,Weekly
Atorvastatin,9833,5923,Monthly
Lisinopril,8004,2770,Quarterly
Atorvastatin,5008,1805,Monthly
Lisinopril,7229,2011,Monthly
Insulin,6307,4349,Monthly
Atorvastatin,3285,10881,Quarterly
Insulin,9866,5963,Quarterly
Atorvastatin,5325,2405,Quarterly
Insulin,9808,6696,Monthly
Lisinopril,3481,9292,Monthly
Metformin,1386,9534,Quarterly
Atorvastatin,1728,10832,Quarterly
Metformin,4507,1723,Weekly
Lisinopril,1848,8486,Monthly
Insulin,6492,8255,Monthly
Atorvastatin,4706,10501,Weekly
Metformin,2299,3819,Quarterly
Lisinopril,5541,10900,Monthly
Metformin,6125,8149,Quarterly
Metformin,4348,8975,Weekly
Insulin,9768,6039,Monthly
Insulin,8585,9488,Monthly
Metformin,7937,4651,Monthly
Lisinopril,6666,7000,Weekly
Metformin,1167,3755,Quarterly
Metformin,2025,2639,Quarterly
Insulin,1567,7824,Quarterly
Metformin,8812,9967,Monthly
Atorvastatin,5925,4588,Weekly
Metformin,9143,7310,Weekly
Metformin,8657,10294,Quarterly
Atorvastatin,2052,10570,Weekly
Atorvastatin,9597,7354,Quarterly
Insulin,7821,6180,Quarterly
Atorvastatin,1985,7431,Weekly
Metformin,6878,2780,Monthly
Atorvastatin,4629,7501,Quarterly
Insulin,5350,7454,Monthly
Metformin,7735,8411,Weekly
Lisinopril,3507,3730,Quarterly
Metformin,3671,5510,Monthly
Insulin,1510,10657,Weekly
Metformin,3914,4063,Quarterly
Metformin,2827,2746,Monthly
Atorvastatin,1384,8245,Weekly
Metformin,4910,10426,Quarterly
Metformin,8545,10323,Monthly
Lisinopril,4282,9584,Monthly
Metformin,7295,9295,Weekly
Insulin,6351,2702,Monthly
Metformin,7930,8729,Weekly
Metformin,6609,5171,Quarterly
Insulin,7057,6213,Quarterly
Atorvastatin,6960,6994,Monthly
Lisinopril,8588,8990,Quarterly
Lisinopril,2098,8957,Weekly
Lisinopril,1765,9582,Quarterly
Insulin,7041,1886,Monthly
Insulin,4991,5431,Monthly
Atorvastatin,9464,10206,Monthly
Insulin,6436,3384,Weekly
Lisinopril,1565,10498,Weekly
Insulin,1435,10389,Quarterly
Lisinopril,8385,8144,Weekly
Lisinopril,7176,8219,Weekly
Insulin,9628,9583,Quarterly
Metformin,4592,10389,Weekly
Metformin,1974,2191,Monthly
Metformin,7126,10357,Weekly
Atorvastatin,3383,9563,Quarterly
Atorvastatin,4898,1919,Monthly
Atorvastatin,8013,6497,Quarterly
Atorvastatin,5951,5010,Weekly
Atorvastatin,7642,9324,Monthly
Metformin,5203,2783,Monthly
Lisinopril,9745,9448,Weekly
Metformin,7122,2701,Quarterly
Insulin,6470,10839,Quarterly
Metformin,4321,9116,Monthly
Lisinopril,1370,5026,Quarterly
Atorvastatin,7859,3349,Monthly
Lisinopril,6857,8460,Monthly
Insulin,8489,10396,Quarterly
Atorvastatin,6753,6804,Weekly
Metformin,8087,2043,Monthly
Atorvastatin,3868,8021,Weekly
Insulin,1461,5461,Quarterly
Lisinopril,1487,9988,Monthly
Lisinopril,8721,10256,Quarterly
Lisinopril,9775,2944,Weekly
Metformin,8870,9495,Quarterly
Lisinopril,9576,10283,Monthly
Metformin,7161,7491,Weekly
Atorvastatin,4408,10950,Weekly
Metformin,1882,9299,Weekly
Atorvastatin,3812,9501,Weekly
Metformin,7770,6474,Quarterly
Insulin,4125,10706,Quarterly
Insulin,3098,9930,Weekly
Atorvastatin,1209,4285,Weekly
Insulin,1583,5790,Weekly
Insulin,9987,7472,Quarterly
Lisinopril,4068,1750,Monthly
Lisinopril,8846,2445,Monthly
Metformin,5952,6283,Weekly
Atorvastatin,4640,1583,Quarterly
Atorvastatin,5242,4343,Weekly
Metformin,4053,5392,Monthly
Metformin,6302,5717,Weekly
Metformin,6943,9545,Weekly
Metformin,6975,2475,Monthly
Insulin,5790,2230,Weekly
Metformin,6107,8387,Monthly
Metformin,1726,2497,Quarterly
Insulin,6780,4176,Weekly
Insulin,3137,7290,Weekly
Metformin,8326,6514,Monthly
Metformin,2543,1506,Monthly
Lisinopril,3193,7566,Monthly
Atorvastatin,9586,5898,Quarterly
Insulin,7603,6099,Quarterly
Atorvastatin,4339,1899,Weekly
Atorvastatin,8705,2998,Quarterly
Insulin,1882,4381,Monthly
Insulin,6362,10974,Monthly
Metformin,7479,5134,Monthly
Lisinopril,6790,6185,Quarterly
Atorvastatin,7585,5936,Weekly
Metformin,1780,4198,Weekly
Atorvastatin,1920,2825,Weekly
Lisinopril,6434,2192,Monthly
Metformin,1766,2465,Weekly
Metformin,9279,4799,Weekly
Lisinopril,5647,3946,Monthly
Metformin,1665,2436,Quarterly
Metformin,9598,2715,Weekly
Metformin,9517,3066,Weekly
Metformin,8545,6132,Weekly
Atorvastatin,9199,8650,Monthly
Lisinopril,2132,2040,Monthly
Atorvastatin,2559,9081,Weekly
Atorvastatin,1424,6712,Quarterly
Lisinopril,9157,7598,Monthly
Metformin,5096,5521,Monthly
Metformin,5159,2092,Weekly
Metformin,2417,8849,Weekly
Lisinopril,4943,4969,Monthly
Insulin,6913,4918,Weekly
Lisinopril,6044,3042,Weekly
Metformin,3686,5018,Weekly
Lisinopril,1193,7381,Weekly
Atorvastatin,8165,5981,Monthly
Metformin,7196,3452,Quarterly
Metformin,4280,10962,Quarterly
Metformin,6225,4396,Weekly
Lisinopril,2583,9355,Weekly
Insulin,6965,7031,Monthly
Lisinopril,5790,7484,Monthly
Insulin,1328,1632,Quarterly
Atorvastatin,3343,3937,Monthly
Lisinopril,7083,10330,Quarterly
Insulin,2121,9200,Monthly
Insulin,7955,3347,Weekly
Insulin,7448,7568,Weekly
Insulin,3955,9742,Monthly
Atorvastatin,6378,10433,Quarterly
Insulin,2283,4325,Quarterly
Insulin,3360,3765,Monthly
Metformin,1873,5451,Quarterly
Lisinopril,8290,4688,Monthly
Atorvastatin,7449,9586,Monthly
Atorvastatin,5658,4338,Monthly
Atorvastatin,1929,2391,Monthly
Metformin,4425,8332,Weekly
Metformin,1021,2181,Weekly
Lisinopril,3886,3461,Weekly
Atorvastatin,5067,2781,Quarterly
Lisinopril,2939,1650,Weekly
Atorvastatin,8801,10350,Weekly
Insulin,3118,9335,Monthly
Insulin,8832,2712,Monthly
Atorvastatin,3726,2485,Quarterly
Metformin,6626,9309,Weekly
Metformin,7498,7122,Monthly
Metformin,8966,7962,Quarterly
Atorvastatin,3084,2122,Quarterly
Lisinopril,5491,9304,Quarterly
Lisinopril,6717,5808,Weekly
Metformin,1516,2205,Monthly
Insulin,8756,9697,Monthly
Insulin,3293,9345,Weekly
Insulin,6592,4726,Quarterly
Lisinopril,4000,3001,Monthly
Metformin,4855,10219,Monthly
Insulin,1328,9163,Monthly
Insulin,4839,6895,Weekly
Atorvastatin,2581,8004,Weekly
Lisinopril,8089,10905,Quarterly
Insulin,5753,3533,Weekly
Atorvastatin,3286,6222,Quarterly
Metformin,9664,2580,Weekly
Insulin,2683,3405,Monthly
Insulin,9939,7027,Quarterly
Insulin,3221,2822,Weekly
Insulin,8682,8233,Weekly
Insulin,5757,3576,Weekly
Metformin,9352,4093,Weekly
Atorvastatin,9007,5611,Weekly
Metformin,6104,2225,Monthly
Metformin,1614,5125,Monthly
Insulin,2807,6102,Weekly
Metformin,8778,6078,Quarterly
Lisinopril,4456,8150,Weekly
Lisinopril,6320,9733,Monthly
Metformin,4820,7228,Weekly
Insulin,6843,7377,Monthly
Atorvastatin,3390,2311,Quarterly
Metformin,8630,7367,Monthly
Insulin,1833,7053,Weekly
Metformin,9883,5867,Monthly
Metformin,6966,5191,Weekly
Metformin,4294,6707,Monthly
Metformin,5552,2138,Weekly
Insulin,2124,8595,Quarterly
Lisinopril,5339,8761,Weekly
Metformin,1149,10887,Weekly
Metformin,5824,6398,Weekly
Atorvastatin,2090,5670,Weekly
Metformin,1624,10873,Quarterly
Atorvastatin,8440,8668,Weekly
Metformin,8630,3778,Quarterly
Metformin,8676,9585,Weekly
Insulin,2615,6394,Quarterly
Insulin,5454,10644,Weekly
Atorvastatin,2038,5609,Weekly
Lisinopril,9378,8757,Quarterly
Insulin,1576,8970,Quarterly
Insulin,9780,4964,Quarterly
Metformin,8770,7369,Weekly
Atorvastatin,2539,5969,Quarterly
Metformin,9767,3805,Monthly
Metformin,8776,7359,Quarterly
Lisinopril,8297,9123,Weekly
Metformin,5441,9235,Monthly
Metformin,8746,7815,Quarterly
Lisinopril,4700,5733,Quarterly
Atorvastatin,4054,7187,Monthly
Metformin,3248,3210,Quarterly
Metformin,8672,10631,Weekly
Insulin,7262,6992,Quarterly
Insulin,4898,5656,Weekly
Metformin,4462,6886,Monthly
Atorvastatin,3503,10305,Quarterly
Metformin,2619,8142,Weekly
Insulin,8441,3429,Monthly
Metformin,4280,6578,Monthly
Insulin,7494,9492,Weekly
Insulin,1894,7023,Quarterly
Insulin,5281,4288,Quarterly
Lisinopril,2561,5199,Monthly
Atorvastatin,6378,10999,Weekly
Lisinopril,4394,4264,Quarterly
Atorvastatin,9840,4895,Quarterly
Insulin,9070,9384,Monthly
Metformin,7778,7749,Quarterly
Atorvastatin,3996,8500,Weekly
Atorvastatin,9427,10251,Monthly
Lisinopril,5504,6711,Monthly
Metformin,3791,8565,Quarterly
Atorvastatin,1623,7978,Quarterly
Lisinopril,6102,1981,Monthly
Lisinopril,5840,7678,Quarterly
Insulin,3773,8253,Quarterly
Atorvastatin,1417,8942,Weekly
Atorvastatin,8076,6949,Quarterly
Lisinopril,5750,1793,Weekly
Insulin,5869,2866,Quarterly
Atorvastatin,8288,2187,Weekly
Metformin,8394,5196,Weekly
Insulin,2772,1993,Monthly
Atorvastatin,5307,3668,Monthly
Metformin,5268,6136,Quarterly
Insulin,7692,2751,Weekly
Metformin,5981,3945,Monthly
Insulin,4988,9610,Weekly
Metformin,3510,1683,Quarterly
Insulin,8368,4534,Weekly
Lisinopril,7607,4060,Quarterly
Atorvastatin,1695,10250,Monthly
Atorvastatin,6745,7737,Monthly
Metformin,3608,8030,Quarterly
Metformin,5489,2428,Monthly
Insulin,5070,9143,Monthly
Insulin,4233,4984,Monthly
Metformin,3101,1895,Quarterly
Lisinopril,8692,8900,Weekly
Metformin,8931,3817,Weekly
Insulin,9995,10459,Quarterly
Atorvastatin,4030,2454,Monthly
Atorvastatin,5514,10419,Weekly
Lisinopril,8867,8951,Quarterly
Atorvastatin,8180,3733,Quarterly
Lisinopril,9009,5816,Weekly
Lisinopril,2179,6509,Weekly
Metformin,1914,8436,Quarterly
Atorvastatin,8908,6972,Monthly
Insulin,2536,8995,Quarterly
Atorvastatin,4918,2125,Weekly
Insulin,4131,10626,Monthly
Metformin,6904,8606,Monthly
